[2022-07-12 10:56:06,941] Register - Step 01: Navigate to 'Register' page
[2022-08-11 16:45:40,130] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 16:45:40,268] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 16:45:40,831] Register - Step 04: Enter to Email textbox with value is 'quanganh65698@gmail.com'
[2022-08-11 16:45:41,034] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 16:45:41,160] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 16:45:41,297] Register - Step 07: Click to 'Register' button
[2022-08-11 16:45:42,153] Register - Step 08: Verify Register success message is displayed
[2022-08-11 16:45:42,234] Login - Step 01: Navigate to Login page
[2022-08-11 16:45:43,580] Login - Step 02: Enter to Email textbox with value is 'quanganh65698@gmail.com'
[2022-08-11 16:45:43,719] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 16:45:43,852] Login - Step 04: Click to 'Login' button
[2022-08-11 16:45:44,612] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 16:45:44,686] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 16:45:45,229] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 16:45:45,296] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 16:45:45,357] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 16:45:45,421] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 17:00:11,512] Register - Step 01: Navigate to 'Register' page
[2022-08-11 17:00:12,327] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 17:00:12,482] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 17:00:13,075] Register - Step 04: Enter to Email textbox with value is 'quanganh49055@gmail.com'
[2022-08-11 17:00:13,285] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 17:00:13,421] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 17:00:13,551] Register - Step 07: Click to 'Register' button
[2022-08-11 17:00:14,607] Register - Step 08: Verify Register success message is displayed
[2022-08-11 17:00:14,732] Login - Step 01: Navigate to Login page
[2022-08-11 17:00:16,008] Login - Step 02: Enter to Email textbox with value is 'quanganh49055@gmail.com'
[2022-08-11 17:00:16,160] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 17:00:16,297] Login - Step 04: Click to 'Login' button
[2022-08-11 17:00:17,059] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 17:00:17,132] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 17:00:17,700] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 17:00:17,778] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 17:00:17,836] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 17:00:17,900] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 18:15:24,162] Register - Step 01: Navigate to 'Register' page
[2022-08-11 18:15:24,986] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 18:15:25,084] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 18:15:26,148] Register - Step 04: Enter to Email textbox with value is 'quanganh37990@gmail.com'
[2022-08-11 18:15:26,306] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 18:15:26,394] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 18:15:26,485] Register - Step 07: Click to 'Register' button
[2022-08-11 18:15:27,269] Register - Step 08: Verify Register success message is displayed
[2022-08-11 18:15:27,385] Login - Step 01: Navigate to Login page
[2022-08-11 18:15:28,579] Login - Step 02: Enter to Email textbox with value is 'quanganh37990@gmail.com'
[2022-08-11 18:15:28,672] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 18:15:28,767] Login - Step 04: Click to 'Login' button
[2022-08-11 18:15:29,510] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 18:15:29,586] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 18:15:30,122] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 18:15:30,183] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 18:15:30,239] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 18:15:30,301] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 18:20:03,659] Register - Step 01: Navigate to 'Register' page
[2022-08-11 18:20:04,420] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 18:20:04,589] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 18:20:05,152] Register - Step 04: Enter to Email textbox with value is 'quanganh37243@gmail.com'
[2022-08-11 18:20:05,371] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 18:20:05,507] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 18:20:05,651] Register - Step 07: Click to 'Register' button
[2022-08-11 18:20:06,464] Register - Step 08: Verify Register success message is displayed
[2022-08-11 18:20:06,592] Login - Step 01: Navigate to Login page
[2022-08-11 18:20:07,816] Login - Step 02: Enter to Email textbox with value is 'quanganh37243@gmail.com'
[2022-08-11 18:20:07,969] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 18:20:08,108] Login - Step 04: Click to 'Login' button
[2022-08-11 18:20:08,861] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 18:20:08,932] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 18:20:09,461] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 18:20:09,522] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 18:20:09,582] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 18:20:09,643] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 18:37:40,266] Register - Step 01: Navigate to 'Register' page
[2022-08-11 18:37:41,018] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 18:37:41,201] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 18:37:41,811] Register - Step 04: Enter to Email textbox with value is 'quanganh93200@gmail.com'
[2022-08-11 18:37:42,020] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 18:37:42,165] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 18:37:42,297] Register - Step 07: Click to 'Register' button
[2022-08-11 18:37:43,236] Register - Step 08: Verify Register success message is displayed
[2022-08-11 18:37:43,388] Login - Step 01: Navigate to Login page
[2022-08-11 18:37:44,750] Login - Step 02: Enter to Email textbox with value is 'quanganh93200@gmail.com'
[2022-08-11 18:37:44,898] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 18:37:45,031] Login - Step 04: Click to 'Login' button
[2022-08-11 18:37:45,821] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 18:37:45,914] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 18:37:46,505] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 18:37:46,584] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 18:37:46,645] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 18:37:46,706] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 18:38:06,215] Register - Step 01: Navigate to 'Register' page
[2022-08-11 18:38:06,917] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 18:38:07,098] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 18:38:07,717] Register - Step 04: Enter to Email textbox with value is 'quanganh79728@gmail.com'
[2022-08-11 18:38:07,925] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 18:38:08,054] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 18:38:08,203] Register - Step 07: Click to 'Register' button
[2022-08-11 18:38:09,076] Register - Step 08: Verify Register success message is displayed
[2022-08-11 18:38:09,245] Login - Step 01: Navigate to Login page
[2022-08-11 18:38:10,511] Login - Step 02: Enter to Email textbox with value is 'quanganh79728@gmail.com'
[2022-08-11 18:38:10,657] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 18:38:10,793] Login - Step 04: Click to 'Login' button
[2022-08-11 18:38:11,569] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 18:38:11,641] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 18:38:12,188] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 18:38:12,263] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 18:38:12,321] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 18:38:12,383] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 18:39:52,986] Register - Step 01: Navigate to 'Register' page
[2022-08-11 18:39:53,682] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 18:39:53,853] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 18:39:54,471] Register - Step 04: Enter to Email textbox with value is 'quanganh32945@gmail.com'
[2022-08-11 18:39:54,693] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 18:39:54,862] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 18:39:54,996] Register - Step 07: Click to 'Register' button
[2022-08-11 18:39:55,807] Register - Step 08: Verify Register success message is displayed
[2022-08-11 18:39:55,949] Login - Step 01: Navigate to Login page
[2022-08-11 18:39:57,227] Login - Step 02: Enter to Email textbox with value is 'quanganh32945@gmail.com'
[2022-08-11 18:39:57,367] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 18:39:57,496] Login - Step 04: Click to 'Login' button
[2022-08-11 18:39:58,273] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 18:39:58,347] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 18:39:58,877] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 18:39:58,940] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 18:39:59,014] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 18:39:59,078] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:31:42,496] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:31:43,201] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:31:43,361] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:31:43,966] Register - Step 04: Enter to Email textbox with value is 'quanganh61809@gmail.com'
[2022-08-11 20:31:44,189] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:31:44,333] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:31:44,469] Register - Step 07: Click to 'Register' button
[2022-08-11 20:31:45,349] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:31:45,481] Login - Step 01: Navigate to Login page
[2022-08-11 20:31:46,735] Login - Step 02: Enter to Email textbox with value is 'quanganh61809@gmail.com'
[2022-08-11 20:31:46,880] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:31:47,011] Login - Step 04: Click to 'Login' button
[2022-08-11 20:31:47,750] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:31:47,825] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:31:48,328] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:31:48,411] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:31:48,471] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:31:48,531] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:34:04,949] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:34:05,721] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:34:05,875] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:34:06,483] Register - Step 04: Enter to Email textbox with value is 'quanganh82557@gmail.com'
[2022-08-11 20:34:06,686] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:34:06,807] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:34:06,949] Register - Step 07: Click to 'Register' button
[2022-08-11 20:34:07,868] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:34:08,000] Login - Step 01: Navigate to Login page
[2022-08-11 20:34:10,040] Login - Step 02: Enter to Email textbox with value is 'quanganh82557@gmail.com'
[2022-08-11 20:34:10,175] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:34:10,313] Login - Step 04: Click to 'Login' button
[2022-08-11 20:34:11,842] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:34:11,934] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:34:12,532] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:34:12,606] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:34:12,664] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:34:12,742] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:34:37,840] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:34:38,591] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:34:38,750] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:34:39,345] Register - Step 04: Enter to Email textbox with value is 'quanganh54883@gmail.com'
[2022-08-11 20:34:39,590] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:34:39,731] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:34:39,882] Register - Step 07: Click to 'Register' button
[2022-08-11 20:34:40,715] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:34:40,844] Login - Step 01: Navigate to Login page
[2022-08-11 20:34:42,198] Login - Step 02: Enter to Email textbox with value is 'quanganh54883@gmail.com'
[2022-08-11 20:34:42,337] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:34:42,470] Login - Step 04: Click to 'Login' button
[2022-08-11 20:34:43,239] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:34:43,310] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:34:43,842] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:34:43,899] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:34:43,960] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:34:44,020] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:35:00,285] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:35:01,044] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:35:01,194] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:35:01,775] Register - Step 04: Enter to Email textbox with value is 'quanganh91327@gmail.com'
[2022-08-11 20:35:01,992] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:35:02,126] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:35:02,253] Register - Step 07: Click to 'Register' button
[2022-08-11 20:35:03,124] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:35:03,255] Login - Step 01: Navigate to Login page
[2022-08-11 20:35:04,596] Login - Step 02: Enter to Email textbox with value is 'quanganh91327@gmail.com'
[2022-08-11 20:35:04,737] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:35:04,870] Login - Step 04: Click to 'Login' button
[2022-08-11 20:35:05,633] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:35:05,706] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:35:06,280] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:35:06,339] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:35:06,400] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:35:06,460] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:55:15,739] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:55:16,481] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:55:16,668] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:55:17,248] Register - Step 04: Enter to Email textbox with value is 'quanganh92709@gmail.com'
[2022-08-11 20:55:17,469] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:55:17,592] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:55:17,751] Register - Step 07: Click to 'Register' button
[2022-08-11 20:55:18,627] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:55:18,762] Login - Step 01: Navigate to Login page
[2022-08-11 20:55:19,996] Login - Step 02: Enter to Email textbox with value is 'quanganh92709@gmail.com'
[2022-08-11 20:55:20,137] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:55:20,273] Login - Step 04: Click to 'Login' button
[2022-08-11 20:55:21,053] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:55:21,130] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:55:21,661] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:55:21,737] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:55:21,795] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:55:21,857] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 20:57:20,822] Register - Step 01: Navigate to 'Register' page
[2022-08-11 20:57:21,738] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 20:57:21,836] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 20:57:22,899] Register - Step 04: Enter to Email textbox with value is 'quanganh41469@gmail.com'
[2022-08-11 20:57:23,045] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 20:57:23,140] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 20:57:23,233] Register - Step 07: Click to 'Register' button
[2022-08-11 20:57:24,101] Register - Step 08: Verify Register success message is displayed
[2022-08-11 20:57:24,215] Login - Step 01: Navigate to Login page
[2022-08-11 20:57:25,482] Login - Step 02: Enter to Email textbox with value is 'quanganh41469@gmail.com'
[2022-08-11 20:57:25,571] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 20:57:25,663] Login - Step 04: Click to 'Login' button
[2022-08-11 20:57:26,421] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 20:57:26,498] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 20:57:27,064] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 20:57:27,126] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 20:57:27,182] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 20:57:27,243] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 21:01:01,934] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:01:02,768] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:01:02,890] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:01:03,998] Register - Step 04: Enter to Email textbox with value is 'quanganh17463@gmail.com'
[2022-08-11 21:01:04,173] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:01:04,276] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:01:04,368] Register - Step 07: Click to 'Register' button
[2022-08-11 21:01:05,199] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:01:05,410] Login - Step 01: Navigate to Login page
[2022-08-11 21:01:05,621] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:01:58,059] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:02:19,430] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:02:20,329] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:02:20,442] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:02:21,509] Register - Step 04: Enter to Email textbox with value is 'quanganh17841@gmail.com'
[2022-08-11 21:02:21,653] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:02:21,754] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:02:21,851] Register - Step 07: Click to 'Register' button
[2022-08-11 21:02:22,665] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:02:22,815] Login - Step 01: Navigate to Login page
[2022-08-11 21:02:24,031] Login - Step 02: Enter to Email textbox with value is 'quanganh17841@gmail.com'
[2022-08-11 21:02:24,126] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 21:02:24,212] Login - Step 04: Click to 'Login' button
[2022-08-11 21:02:24,899] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 21:02:31,834] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:08:58,572] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:08:59,369] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:08:59,541] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:09:00,099] Register - Step 04: Enter to Email textbox with value is 'quanganh42657@gmail.com'
[2022-08-11 21:09:00,303] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:09:00,428] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:09:00,588] Register - Step 07: Click to 'Register' button
[2022-08-11 21:09:01,494] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:09:01,633] Login - Step 01: Navigate to Login page
[2022-08-11 21:09:02,984] Login - Step 02: Enter to Email textbox with value is 'quanganh42657@gmail.com'
[2022-08-11 21:09:03,135] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 21:09:03,265] Login - Step 04: Click to 'Login' button
[2022-08-11 21:09:04,067] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 21:09:04,136] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:09:04,749] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 21:09:04,831] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 21:09:04,897] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 21:09:04,960] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 21:09:51,528] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:09:52,318] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:09:52,483] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:09:53,043] Register - Step 04: Enter to Email textbox with value is 'quanganh13435@gmail.com'
[2022-08-11 21:09:53,253] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:09:53,390] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:09:53,523] Register - Step 07: Click to 'Register' button
[2022-08-11 21:09:54,369] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:09:54,518] Login - Step 01: Navigate to Login page
[2022-08-11 21:09:55,828] Login - Step 02: Enter to Email textbox with value is 'quanganh13435@gmail.com'
[2022-08-11 21:09:55,979] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 21:09:56,111] Login - Step 04: Click to 'Login' button
[2022-08-11 21:09:56,877] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 21:09:56,961] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:09:57,532] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 21:09:57,608] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 21:09:57,669] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 21:09:57,733] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 21:11:02,581] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:11:03,541] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:11:03,640] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:11:04,689] Register - Step 04: Enter to Email textbox with value is 'quanganh50927@gmail.com'
[2022-08-11 21:11:04,847] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:11:04,936] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:11:05,034] Register - Step 07: Click to 'Register' button
[2022-08-11 21:11:05,978] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:11:06,162] Login - Step 01: Navigate to Login page
[2022-08-11 21:11:07,388] Login - Step 02: Enter to Email textbox with value is 'quanganh50927@gmail.com'
[2022-08-11 21:11:07,485] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 21:11:07,572] Login - Step 04: Click to 'Login' button
[2022-08-11 21:11:08,300] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 21:11:08,394] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:11:08,915] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 21:11:08,984] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 21:11:09,040] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 21:11:09,104] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 21:14:06,837] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:14:07,773] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:14:07,891] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:14:09,057] Register - Step 04: Enter to Email textbox with value is 'quanganh66522@gmail.com'
[2022-08-11 21:14:09,204] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:14:09,289] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:14:09,369] Register - Step 07: Click to 'Register' button
[2022-08-11 21:14:10,180] Register - Step 08: Verify Register success message is displayed
[2022-08-11 21:14:10,312] Login - Step 01: Navigate to Login page
[2022-08-11 21:14:11,519] Login - Step 02: Enter to Email textbox with value is 'quanganh66522@gmail.com'
[2022-08-11 21:14:11,608] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-11 21:14:11,708] Login - Step 04: Click to 'Login' button
[2022-08-11 21:14:12,441] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-11 21:14:12,524] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-11 21:14:13,068] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-11 21:14:13,133] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-11 21:14:13,190] MyAccount - Step 04: Verify 'Last Name' value is correctly
[2022-08-11 21:14:13,255] MyAccount - Step 05: Verify 'Email' value is correctly
[2022-08-11 21:15:21,335] Register - Step 01: Navigate to 'Register' page
[2022-08-11 21:15:22,191] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-11 21:15:22,291] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-11 21:15:23,341] Register - Step 04: Enter to Email textbox with value is 'quanganh89122@gmail.com'
[2022-08-11 21:15:23,501] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-11 21:15:23,587] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-11 21:15:23,686] Register - Step 07: Click to 'Register' button
